project_url,mod_url,mod_name
https://www.curseforge.com/minecraft/mc-mods/buildcraft,https://media.forgecdn.net/files/3204/475/buildcraft-all-7.99.24.8.jar,buildcraft-all-7.99.24.8.jar
https://www.curseforge.com/minecraft/mc-mods/ic2-classic,https://media.forgecdn.net/files/3093/607/IC2Classic+1.12-1.5.5.2.1.jar,IC2Classic+1.12-1.5.5.2.1.jar
https://www.curseforge.com/minecraft/mc-mods/jei,https://media.forgecdn.net/files/3040/523/jei_1.12.2-4.16.1.301.jar,jei_1.12.2-4.16.1.301.jar
https://www.curseforge.com/minecraft/mc-mods/codechicken-lib-1-8,https://media.forgecdn.net/files/2779/848/CodeChickenLib-1.12.2-3.2.3.358-universal.jar,CodeChickenLib-1.12.2-3.2.3.358-universal.jar
https://www.curseforge.com/minecraft/mc-mods/not-enough-items-1-8,https://media.forgecdn.net/files/2755/792/NotEnoughItems-1.12.2-2.4.3.245-universal.jar,NotEnoughItems-1.12.2-2.4.3.245-universal.jar
https://www.curseforge.com/minecraft/mc-mods/inventory-tweaks,https://media.forgecdn.net/files/2482/481/InventoryTweaks-1.63.jar,InventoryTweaks-1.63.jar
https://www.curseforge.com/minecraft/mc-mods/break-all-of-the-same-block-and-more,https://media.forgecdn.net/files/2740/435/%5b1.12%5d%5bforge2413%5dmod_CutAllSMP_v2.5.2.jar,CutAllSMP_v2.5.2.jar
